[Message:   BepInEx] BepInEx 5.4.21.0 - EvolutionOfJiangHu (15/02/2023 00:02:54)
[Info   :   Console] Op = 
[Info   :   Console] Op = 最近请
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = recently please
[Info   :   Console] Op = 一起喝酒吃肉,鼓励其要努力建设宗门,对方<color=#00FB92>心情和忠诚都提升了</color>不少。
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Drinking and eating meat together, encouraging him to work hard to build the sect, the other party's <color=#00FB92>mood and loyalty have improved</color> a lot.
[Info   :   Console] Op = 
[Info   :   Console] Op = 感觉分舵事务太过繁重,<color=#FF45B3>心情和忠诚都有所下降</color>。
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = I feel that the affairs of the sub-helm are too heavy, and <color=#FF45B3>mood and loyalty have declined</color>.
[Info   :   Console] Op = 
[Info   :   Console] Op = 在防御<color=#e37b14>「
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = In defense <color=#e37b14>「
[Info   :   Console] Op = 」</color>进攻时受了<color=#FF786B>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = 」</color> was attacked by <color=#FF786B>
[Info   :   Console] Op = </color>
[Info   :   Console] Op = 
[Info   :   Console] Op = 在防御<color=#e37b14>「
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = In defense <color=#e37b14>「
[Info   :   Console] Op = 」</color>进攻时受了<color=#FF786B>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = 」</color> was attacked by <color=#FF786B>
[Info   :   Console] Op = </color>
[Info   :   Console] Op = 
[Info   :   Console] Op = 使用<color=#FF786B>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Use <color=#FF786B>
[Info   :   Console] Op = 份草药</color>,使身体恢复<color=#00FB92>健康</color>了。
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = A portion of herbal medicine</color> will restore the body to <color=#00FB92>health</color>.
[Info   :   Console] Op = 
[Info   :   Console] Op = 使用剩余的<color=#FF786B>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Use remaining <color=#FF786B>
[Info   :   Console] Op = 份草药</color>,使身体恢复<color=#FF786B>健康</color>了,但分舵的草药已经消耗一空了!
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Herbal medicine</color> to restore the body to <color=#FF786B>health</color>, but the herbal medicine for the rudder has been exhausted!
[Info   :   Console] Op = 
[Info   :   Console] Op = 使用剩余的<color=#FF786B>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Use remaining <color=#FF786B>
[Info   :   Console] Op = 份草药</color>治疗轻伤,但是<color=#FF786B>草药量不足</color>,没能使身体恢复。
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = A portion of herbal medicine</color> was used to treat minor injuries, but <color=#FF786B>the amount of herbal medicine was insufficient</color> to restore the body.
[Info   :   Console] Op = 
[Info   :   Console] Op = 由于缺乏药物治疗,身体的伤势从轻伤<color=#C870F1>恶化</color>到了<color=#FF786B>重伤</color>。
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Due to the lack of medical treatment, the physical injury <color=#C870F1>worsened</color> to <color=#FF786B>serious injury</color>.
[Info   :   Console] Op = 凭借自身强壮的体质,身体自行恢复<color=#FF786B>健康</color>了。
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Relying on its own strong physique, the body has recovered <color=#FF786B>health</color> by itself.
[Info   :   Console] Op = 在防御<color=#e37b14>「
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = In defense <color=#e37b14>「
[Info   :   Console] Op = 」</color>进攻时受了<color=#FF786B>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = 」</color> was attacked by <color=#FF786B>
[Info   :   Console] Op = </color>
[Info   :   Console] Op = 
[Info   :   Console] Op = <color=#FF45B3>受了致命伤</color>。
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = <color=#FF45B3>fatally wounded</color>.
[Info   :   Console] Op = 使用<color=#FF786B>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Use <color=#FF786B>
[Info   :   Console] Op = 份草药</color>,使身体从重伤<color=#56FF61>恢复</color>到了<color=#FF786B>轻伤</color>。
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = A portion of herbal medicine</color>, making the body <color=#56FF61>recover</color> from a serious injury to a <color=#FF786B>slight injury</color>.
[Info   :   Console] Op = 
[Info   :   Console] Op = 使用剩余的<color=#FF786B>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Use remaining <color=#FF786B>
[Info   :   Console] Op = 份草药</color>,使身体从重伤<color=#56FF61>恢复</color>到了<color=#FF786B>轻伤</color>,但分舵的草药已经消耗一空了!
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Herbs</color>, to make the body recover from serious injuries <color=#56FF61>recover</color> to <color=#FF786B>slight injuries</color>, but the herbs for the rudder have been used up!
[Info   :   Console] Op = 
[Info   :   Console] Op = 使用剩余的<color=#FF786B>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Use remaining <color=#FF786B>
[Info   :   Console] Op = 份草药</color>治疗重伤,但是<color=#FF786B>草药量不足</color>,没能使身体恢复。
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = A portion of herbal medicine</color> was used to treat serious injuries, but <color=#FF786B>the amount of herbal medicine was not enough</color> to restore the body.
[Info   :   Console] Op = 
[Info   :   Console] Op = <color=#FF45B3>受了致命伤</color>。
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = <color=#FF45B3>fatally wounded</color>.
[Info   :   Console] Op = 由于缺乏药物治疗,身体的伤势从重伤<color=#C870F1>恶化</color>到了<color=#FF786B>致命伤</color>。
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Due to the lack of medical treatment, the physical injury <color=#C870F1>worsened</color> to <color=#FF786B>fatal injury</color>.
[Info   :   Console] Op = 
[Info   :   Console] Op = 凭借自身强壮的体质,身体自行从重伤<color=#56FF61>恢复</color>到了<color=#FF786B>轻伤</color>。
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Relying on his own strong physique, his body <color=#56FF61>recovered</color> from a serious injury to a <color=#FF786B>slight injury</color> on its own.
[Info   :   Console] Op = 
[Info   :   Console] Op = 在防御<color=#e37b14>「
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = In defense <color=#e37b14>「
[Info   :   Console] Op = 」</color>进攻时<color=#FF786B>死亡了</color>。
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = 」</color> <color=#FF786B>died</color> when attacking.
[Info   :   Console] Op = 
[Info   :   Console] Op = <color=#FF786B>死亡了</color>。
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = <color=#FF786B>dead</color>.
[Info   :   Console] Op = 使用<color=#FF786B>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Use <color=#FF786B>
[Info   :   Console] Op = 份草药</color>,使身体从致命伤<color=#56FF61>恢复</color>到了<color=#FF786B>重伤</color>。
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = A portion of herbal medicine</color>, making the body <color=#56FF61>heal</color> from a fatal injury to a <color=#FF786B>serious injury</color>.
[Info   :   Console] Op = 
[Info   :   Console] Op = 使用剩余的<color=#FF786B>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Use remaining <color=#FF786B>
[Info   :   Console] Op = 份草药</color>,使身体从致命伤<color=#56FF61>恢复</color>到了<color=#FF786B>重伤</color>,但分舵的草药已经消耗一空了!
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Herbal medicine</color>, which can make the body recover from fatal injury <color=#56FF61>recover</color> to <color=#FF786B>serious injury</color>, but the herbal medicine for the rudder has been consumed!
[Info   :   Console] Op = 
[Info   :   Console] Op = 使用剩余的<color=#FF786B>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Use remaining <color=#FF786B>
[Info   :   Console] Op = 份草药</color>治疗致命伤,但是<color=#FF786B>草药量不足</color>,没能使身体恢复。
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = A portion of herbal medicine</color> was used to treat fatal injuries, but <color=#FF786B>the amount of herbal medicine was insufficient</color> to restore the body.
[Info   :   Console] Op = 
[Info   :   Console] Op = 由于缺乏药物治疗,身体伤势<color=#C870F1>持续恶化</color>,最终因伤势过重<color=#FF786B>死亡</color>了。
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Due to the lack of medical treatment, the physical injury <color=#C870F1>continuously worsened</color>, and finally <color=#FF786B>death</color> due to the serious injury.
[Info   :   Console] Op = 
[Info   :   Console] Op = <color=#FF786B>死亡了</color>。
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = <color=#FF786B>dead</color>.
[Info   :   Console] Op = 凭借自身强壮的体质,身体自行从致命伤<color=#56FF61>恢复</color>到了<color=#FF786B>重伤</color>。
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Relying on his own strong physique, his body <color=#56FF61>recovered</color> from a fatal injury to a <color=#FF786B>serious injury</color> on its own.
[Info   :   Console] Op = 
[Info   :   Console] Op = 经常对<color=#56FF61>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Often to <color=#56FF61>
[Info   :   Console] Op = </color>抱怨对宗门的<color=#FF786B>不满</color>,导致对方也受到一些影响。
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = </color>Complained of <color=#FF786B>discontent</color> with the clan, leading to some repercussions for the other side as well.
[Info   :   Console] Op = 
[Info   :   Console] Op = 在分舵内散布一些对宗门<color=#FF786B>不满</color>的言论
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Spread some dissatisfaction with Zongmen <color=#FF786B></color> in the branch
[Info   :   Console] Op = 
[Info   :   Console] Op = 最近<color=#FF786B>情绪低落</color>经常酗酒,近日突发酒疯,把
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Recently <color=#FF786B>depressed</color> often drink too much, and have a sudden drunkenness recently.
[Info   :   Console] Op = 给打成<color=#FF786B>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Mark it as <color=#FF786B>
[Info   :   Console] Op = </color>。
[Info   :   Console] Op = 
[Info   :   Console] Op = 在分舵内<color=#FF786B>打伤</color>了其他同门
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = <color=#FF786B>injured</color> other members in the sub-helm
[Info   :   Console] Op = 
[Info   :   Console] Op = 因忠诚过低而<color=#FFEB56>离开了</color>分舵。
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = <color=#FFEB56>left</color> sub-helm due to low loyalty.
[Info   :   Console] Op = <color=#7AFFF9>「
[Info   :   Console] Op = 分舵」</color>资金<color=#FF45B3>已耗尽</color>,分舵成员忠诚、心情开始下降。
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Sub-helm」</color> funds <color=#FF45B3> have been exhausted</color>, sub-rudder members are loyal, and their mood begins to decline.
[Info   :   Console] Op = 
[Info   :   Console] Op = 分舵资金<color=#FF45B3>耗尽了</color>。
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Sub-helm funds <color=#FF45B3>exhausted</color>.
[Info   :   Console] Op = 分舵资金<color=red>已经耗尽</color>,请及时补充
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Sub-helm funds <color=red>have been exhausted</color>, please replenish in time
[Info   :   Console] Op = <color=#7AFFF9>「
[Info   :   Console] Op = 分舵」</color>粮食<color=#FF45B3>已耗尽</color>,分舵成员忠诚、心情开始下降。
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = 「Sub-rudder」</color>food <color=#FF45B3>has been exhausted</color>, the members of the sub-rudder are loyal and their mood begins to decline.
[Info   :   Console] Op = 
[Info   :   Console] Op = 分舵粮食<color=#FF45B3>耗尽了</color>。
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = The rudder food <color=#FF45B3>run out</color>.
[Info   :   Console] Op = 分舵粮食<color=red>已经耗尽</color>,请及时补充
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = The rudder food <color=red>has been exhausted</color>, please replenish it in time
[Info   :   Console] Op = <color=#7AFFF9>「
[Info   :   Console] Op = 分舵」</color>草药<color=#FF45B3>已耗尽</color>,受伤成员无法治疗伤势了。
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = 「Part Helm」</color> herb <color=#FF45B3>has been exhausted</color>, and the injured members can no longer treat their injuries.
[Info   :   Console] Op = 
[Info   :   Console] Op = 分舵草药<color=#FF45B3>耗尽了</color>。
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = The herb <color=#FF45B3>is exhausted</color>.
[Info   :   Console] Op = 分舵草药<color=red>已经耗尽</color>,请及时补充
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = The sub-rudder herbs <color=red>have been exhausted</color>, please replenish them in time
[Info   :   Console] Op = 本月分舵消耗<color=#FF786B>粮食
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Consumption of <color=#FF786B> grain by sub-helm this month
[Info   :   Console] Op = f0
[Info   :   Console] Op = </color>。
[Info   :   Console] Op = 本月分舵消耗<color=#FF786B>金钱
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Sub-helm consumption of <color=#FF786B> money this month
[Info   :   Console] Op = f0
[Info   :   Console] Op = </color>。
[Info   :   Console] Op = 本月分舵消耗<color=#FF786B>草药
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Consume <color=#FF786B> herbs this month
[Info   :   Console] Op = f0
[Info   :   Console] Op = </color>。
[Info   :   Console] Op = 被<color=#e37b14>「
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = By <color=#e37b14>「
[Info   :   Console] Op = 」</color>进攻了,分舵<color=#FF786B>耐久下降了
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = 」</color> attacked, sub-rudder <color=#FF786B> durability decreased
[Info   :   Console] Op = </color>
[Info   :   Console] Op = <color=#7AFFF9>「
[Info   :   Console] Op = 分舵」</color>遭受了来自<color=#e37b14>「
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Sub-helm」</color> suffered from <color=#e37b14>「
[Info   :   Console] Op = 」</color>的攻击,分舵众弟子奋力抵抗并将对方击退
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = 」</color>'s attack, the disciples in the helm resisted with all their strength and knocked the opponent back
[Info   :   Console] Op = ,但我们有<color=#FF786B>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = ,but we have <color=#FF786B>
[Info   :   Console] Op = 名弟子受伤</color>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = disciples were injured</color>
[Info   :   Console] Op = ,<color=#FF786B>
[Info   :   Console] Op = 名弟子战死</color>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Disciples died in battle</color>
[Info   :   Console] Op = ,但我们有<color=#FF786B>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = ,but we have <color=#FF786B>
[Info   :   Console] Op = 名弟子战死</color>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Disciples died in battle</color>
[Info   :   Console] Op = ,最终分舵<color=#FF786B>耐久下降了
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = ,The final rudder <color=#FF786B> durability has dropped
[Info   :   Console] Op = </color>
[Info   :   Console] Op = <color=#7AFFF9>「
[Info   :   Console] Op = 分舵」</color>遭受了来自<color=#e37b14>「
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Sub-helm」</color> suffered from <color=#e37b14>「
[Info   :   Console] Op = 」</color>的反击,分舵众弟子虽然奋力抵抗
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = 」</color>'s counterattack, although the disciples in the rudder resisted with all their might
[Info   :   Console] Op = ,并且<color=#FF786B>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = , and <color=#FF786B>
[Info   :   Console] Op = 名弟子受伤</color>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = disciples were injured</color>
[Info   :   Console] Op = ,<color=#FF786B>
[Info   :   Console] Op = 名弟子战死</color>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Disciples died in battle</color>
[Info   :   Console] Op = ,并且<color=#FF786B>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = , and <color=#FF786B>
[Info   :   Console] Op = 名弟子战死</color>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = Disciples died in battle</color>
[Info   :   Console] Op = ,但最终分舵还是<color=#FF45B3>被攻破</color>,物资也被抢夺一空;分舵成员都纷纷朝宗门逃来了。
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchEvent(System.Boolean) + op.ToString() = ,but in the end the rudder was <color=#FF45B3> breached</color> and the supplies were looted; the members of the rudder all fled towards the clan.
[Info   :   Console] Op = 真武殿
[Info   :   Console] Op = 十绝派
[Info   :   Console] Op = 无念山
[Info   :   Console] Op = 玄天宗
[Info   :   Console] Op = <color=#7AFFF9>「
[Info   :   Console] Op = 分舵」</color>有一名俘虏<color=#C870F1>逃脱了</color>。
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchJianlao() + op.ToString() = 「Part Helm」</color> a prisoner <color=#C870F1>escaped</color>.
[Info   :   Console] Op = 
[Info   :   Console] Op = 有一名囚犯<color=#C870F1>逃脱了</color>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::BranchJianlao() + op.ToString() = A prisoner <color=#C870F1> escaped</color>
[Info   :   Console] Op = 真武殿
[Info   :   Console] Op = 十绝派
[Info   :   Console] Op = 无念山
[Info   :   Console] Op = 玄天宗
[Info   :   Console] Op = 分舵舵主因<color=red>伤势过重死亡</color>了，请尽快重新指派一名舵主。
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::RolesDeath(Roles) + op.ToString() = The rudder master died of <color=red>severe injuries</color>, please assign another rudder master as soon as possible.
[Info   :   Console] Op = 
[Info   :   Console] Op = 
[Info   :   Console] Op = <color=#e37b14>{0}</color>门下弟子在江湖上有<color=#902dbe>奇遇</color>并带回了<color=#d2007c>秘宝</color>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::Message(System.Int32,System.String,Roles) + op.ToString() = <color=#e37b14>{0}</color> disciples had <color=#902dbe>adventurous encounter</color> in Jianghu and brought back <color=#d2007c>Secret Treasure</color>
[Info   :   Console] Op = <color=#e37b14>{0}</color>有弟子<color=#902dbe>退出了门派</color>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::Message(System.Int32,System.String,Roles) + op.ToString() = <color=#e37b14>{0}</color>A disciple <color=#902dbe>withdrew from the sect</color>
[Info   :   Console] Op = <color=#e37b14>{0}</color>的<color=#2d4cbe>{1}</color>在江湖上<color=#902dbe>行侠仗义</color>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::Message(System.Int32,System.String,Roles) + op.ToString() = <color=#e37b14>{0}</color>'s <color=#2d4cbe>{1}</color> is in the rivers and lakes <color=#902dbe>fighting for justice</color>
[Info   :   Console] Op = <color=#e37b14>{0}</color>的<color=#2d4cbe>{1}</color>在江湖上<color=#d2007c>无恶不作</color>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::Message(System.Int32,System.String,Roles) + op.ToString() = <color=#e37b14>{0}</color>'s <color=#2d4cbe>{1}</color> in the rivers and lakes <color=#d2007c>does no evil</color>
[Info   :   Console] Op = <color=#e37b14>{0}</color>的<color=#2d4cbe>{1}</color>被<color=#d2007c>逐出山门</color>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::Message(System.Int32,System.String,Roles) + op.ToString() = <color=#e37b14>{0}</color>'s <color=#2d4cbe>{1}</color> was expelled from the mountain gate by <color=#d2007c></color>
[Info   :   Console] Op = <color=#e37b14>{0}</color>打造出了一件<color=#902dbe>不错的装备</color>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::Message(System.Int32,System.String,Roles) + op.ToString() = <color=#e37b14>{0}</color> created a <color=#902dbe>good equipment</color>
[Info   :   Console] Op = <color=#e37b14>{0}</color>门下弟子在江湖上<color=#902dbe>铲除了一帮山贼</color>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::Message(System.Int32,System.String,Roles) + op.ToString() = <color=#e37b14>{0}</color> Disciples under the sect <color=#902dbe> eradicated a bunch of bandits in the rivers and lakes</color>
[Info   :   Console] Op = <color=#e37b14>{0}</color>门下弟子在江湖上<color=#d2007c>伙同一帮山贼</color>到处<color=#fe2929>掠夺</color>
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::Message(System.Int32,System.String,Roles) + op.ToString() = <color=#e37b14>{0}</color> Disciples of the sect <color=#d2007c> teamed up with a gang of bandits</color> to <color=#fe2929>loot</color> everywhere
[Info   :   Console] Op = 恶劣
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::Message(System.Int32,System.String,Roles) + op.ToString() = bad
[Info   :   Console] Op = 寻常
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::Message(System.Int32,System.String,Roles) + op.ToString() = ordinary
[Info   :   Console] Op = 良好
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::Message(System.Int32,System.String,Roles) + op.ToString() = good
[Info   :   Console] Op = 融洽
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::Message(System.Int32,System.String,Roles) + op.ToString() = harmony
[Info   :   Console] Op = 至交
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::Message(System.Int32,System.String,Roles) + op.ToString() = best friend
[Info   :   Console] Op = <color=#e37b14>{0}</color>与<color=#e37b14>{1}</color>的关系变为<color=#902dbe>{2}</color>。
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::Message(System.Int32,System.String,Roles) + op.ToString() = The relationship between <color=#e37b14>{0}</color> and <color=#e37b14>{1}</color> becomes <color=#902dbe>{2}</color>.
[Info   :   Console] Op = <color=#e37b14>{0}</color>的<color=#2d4cbe>{1}</color>在江湖上被人<color=#fe2929>杀害</color>了。
[Info   :   Console] Found a match ! Type = Build_S_Manager + Method = System.Void Build_S_Manager::Message(System.Int32,System.String,Roles) + op.ToString() = <color=#e37b14>{0}</color>'s <color=#2d4cbe>{1}</color> was <color=#fe2929>killed</color> in Jianghu.
